1,1
2,2
3,3
4,4
5,5
5,6
7,7
5,8
5,9
5,10
6,11
46,12
8,13
9,14
10,15
5,16
11,17
12,18
5,19
14,20
15,21
16,22
17,23
17,24
19,25
20,26
17,27
18,28
22,29
23,30
18,31
24,32
25,33
47,34
26,35
47,36
27,37
27,38
27,39
28,40
29,41
29,42
1,43
27,44
30,45
31,46
27,47
32,48
33,49
34,50
35,51
36,52
36,53
36,54
44,55
36,56
13,57
21,58
36,59
36,60
45,61
36,62
36,63
43,64
36,65
36,66
36,67
36,68
36,69
36,70
36,71
36,72
36,73
36,74
36,75
36,76
36,77
37,78
38,79
38,80
38,81
37,82
39,83
39,84
39,85
40,86
40,87
40,88
41,89
41,90
41,91
41,92
41,93
41,94
41,95
41,96
37,97
37,98
37,99
42,100
42,101
37,102
37,103
39,104
37,105
37,106
37,107
37,108
37,109
37,110
