1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
3,19
3,20
3,21
3,22
3,23
3,24
3,25
3,26
4,27
4,28
4,29
4,30
5,31
5,32
5,33
5,34
6,35
6,36
7,37
8,38
9,39
9,40
9,41
9,42
9,43
9,44
9,45
9,46
9,47
9,48
9,49
10,50
10,51
11,52
12,53
12,54
13,55
9,56
13,57
13,58
13,59
13,60
14,61
15,62
15,63
16,64
16,65
16,66
16,67
17,68
18,69
19,70
20,71
21,72
22,73
23,74
24,75
25,76
26,77
26,78
26,79
28,80
27,81
29,82
30,83
31,84
31,85
31,86
32,87
33,88
33,89
33,90
33,91
34,92
35,93
36,94
38,95
37,96
37,97
37,98
39,99
39,100
