Kode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,180,301,302,303,304,305 LN,306 AP,309,310,407 LN,408 AP,409,501,503,509,600,700
1,4835424.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118189.83,514.14,41741.86,99698.60,0.00,0.00,1082.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,0.00,0.00,38891507.87,0.00,0.00,0.00,0.00,12638.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37067.88,0.00,0.00,0.00,3773.92,0.00,0.00,0.00,0.00,0.00,14014.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.24,183.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4419.88,0.00,44060300.82,0.00,0.00,0.00,69921.27,0.00,997356.55,1067277.82,45127578.63,0.00,118135.27,118135.27,0.00,0.00,0.00,45009443.36,45127578.63
2,0.00,1199884.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38646.99,122.02,6237.89,139244.31,386.12,16932.81,203356.07,0.00,0.00,0.00,0.00,0.00,0.00,112653.27,0.00,0.00,0.00,0.00,0.00,0.00,2137.62,0.00,0.00,0.00,5986680.07,4148.29,221975.69,24081.13,706763.23,28.26,33099.82,45.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10151.00,106332.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17585.54,1972.10,0.00,8832464.20,4044916.56,0.00,0.00,169160.41,0.00,6197468.89,10411545.86,19244010.06,0.00,565594.94,565594.94,0.00,0.00,0.00,18678415.13,19244010.06
3,0.00,0.00,185524.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,916.87,3.93,236.91,14627.94,8.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21346.43,127916.92,0.00,0.00,0.00,0.00,0.00,1272686.84,19630.80,16.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285.20,31228.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1674429.50,28146.98,0.00,0.00,47730.20,0.00,1245739.14,1321616.31,2996045.81,661835.72,57895.12,719730.84,0.00,0.00,0.00,2276314.97,2996045.81
4,0.00,0.00,0.00,174112.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.15,1.32,162.82,10718.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2998.90,0.00,88255.40,691.85,0.00,0.00,62786.01,16107.64,0.00,345097.83,28739.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,1918.21,215947.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2917.49,207.76,0.00,951050.81,641477.09,0.00,0.00,38955.31,0.00,556962.47,1237394.88,2188445.69,0.00,46729.07,46729.07,0.00,0.00,0.00,2141716.62,2188445.69
5,0.00,0.00,0.00,0.00,58511.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.10,0.98,674.04,14895.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379.95,0.00,329.24,0.00,0.00,0.00,19334.85,0.00,0.00,0.00,31433.47,11.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.94,6.78,0.00,0.00,0.00,848.64,431923.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1165.31,323.20,0.00,560053.01,497303.25,0.00,0.00,-25087.83,0.00,469986.88,942202.30,1502255.31,0.00,98320.77,98320.77,0.00,0.00,0.00,1403934.54,1502255.31
6,0.00,0.00,0.00,0.00,0.00,386516.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40308.31,141.17,13060.61,76033.78,36.02,3960.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4315.10,0.00,0.00,0.00,0.00,395.10,7547.11,35991.99,0.00,0.00,0.00,5279429.05,759.63,0.00,31021.61,95623.15,34.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.86,0.00,0.00,0.00,0.00,15294.46,7084.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10649.80,5972.54,0.00,6014189.43,1962235.11,0.00,0.00,95373.92,23105.56,1813404.41,3894119.00,9908308.44,147688.30,31435.16,179123.45,0.00,0.00,0.00,9729184.98,9908308.44
7,0.00,0.00,0.00,0.00,0.00,0.00,573022.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44306.34,139.89,8784.16,0.00,10.43,453.44,0.00,1179.97,0.00,0.00,0.00,0.00,0.00,743.45,0.00,0.00,0.00,0.00,814.07,4859.17,431291.25,0.00,0.00,0.00,22976.77,8.16,0.00,101452.71,2745.02,89.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.76,0.00,0.00,0.00,0.00,924.29,0.00,546.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,281.64,1247905.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,279472.06,1218.37,0.00,2723345.65,6388565.90,0.00,0.00,-46355.98,308299.19,918537.43,7569046.54,10292392.18,636817.21,968564.64,1605381.85,0.00,0.00,0.00,8687010.34,10292392.19
8,0.00,0.00,0.00,0.00,0.00,0.00,1769.83,570989.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15896.47,50.20,2890.14,0.00,7.70,0.00,0.00,1272.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50201.15,1042358.72,0.00,0.00,0.00,101228.29,3389.00,0.00,124920.01,286.23,206214.42,335.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2883.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73144.89,893279.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300973.89,1420.50,0.00,3393565.80,9438379.76,0.00,0.00,45719.20,392201.56,553677.05,10429977.57,13823543.37,5154473.00,496053.40,5650526.40,0.00,0.00,0.00,8173016.97,13823543.37
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4948.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55113.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60061.88,0.00,0.00,0.00,0.00,0.00,33316.63,33316.63,93378.51,0.00,20274.36,20274.36,0.00,0.00,0.00,73104.15,93378.51
